assunto,titulo
-1,Recôncavo da Bahia recebe a 1ª Festa Literária de Sto Antônio de Jesus; confira a programação
-1,Desfile militar na Coreia do Norte foi evento superpropagador da Covid-19?
-1,Decreto regulamenta benefício de R$ 500 para crianças e adolescentes que perderam pais para a Covid-19 no RN
-1,Ministério orienta Procons a abrir processos contra Apple e Samsung
-1,Petrolina registra apenas um caso de Covid-19; taxa de ocupação de leitos de UTI permanece em 14%
-1,Espetáculo 'A Grande Invenção' é atração do fim de semana em Ferraz neste sábado
-1,"Defensora pública aposentada que chamou homem de ‘macaco’ não vai depor, diz advogado"
-1,"São João da Barra, RJ, tem programação pelo dia de Nossa Senhora de Fátima"
-1,Conselho da Mulher Empreendedora da Acil realiza drive-thru solidário de alimentos neste sábado em Limeira
-1,Imposto de Renda 2022: como funciona e como emitir o carnê-leão
-1,Prisão de jogadora americana na Rússia irá durar mais um mês
-1,VÍDEO: Polícia israelense e manifestantes se enfrentam em funeral de jornalista morta na Cisjordânia
-1,Aposentadorias do INSS com regras diferenciadas: entenda
-1,Congresso prorroga MP que amplia margem do crédito consignado
-1,Polícia prende homem que agrediu e arrancou olho da companheira no sul da Bahia; suspeito disse que cometeu crime por ciúmes
-1,Como fazer uma autoavaliação profissional?
-1,Ação Cidadania oferece diversos serviços gratuitos à população neste sábado (14) em Campo Grande
-1,"Ônibus da linha 358 é alvo de pedradas e tem vidro quebrado em Campinas; vandalismo gerou prejuízo de R$ 1,5 mil"
-1,Deputados do PT pedem para PGR investigar Bolsonaro por ter questionado se apoiador negro pesava 'mais de 7 arrobas'
-1,Árvore cai sobre carro na avenida Prudente de Morais em Natal
-1,Rio adia início de uso de câmeras em uniformes de policiais
-1,Ataque com faca em trem deixa feridos na Alemanha
-1,"Ipespe: para 77% dos brasileiros, inflação e preços 'aumentaram muito'"
-1,Critérios para conseguir ter os estudos financiados pelo novo FIES
-1,"Motorista suspeito de atropelar ciclista no Bairro Shopping Park, em Uberlândia, diz ter se distraído com celular; reveja vídeo"
-1,Prefeitura de Palmeiras é alvo de investigação por superfaturamento de 717% em compras
-1,Henrique & Juliano e Sandra de Sá são atrações no Vale para o fim de semana; confira
-1,IFBA divulga edital com 70 vagas para cursos técnicos em Feira de Santana; saiba como participar
-1,"Genial/Quaest: Lula tem 44% entre eleitores de MG, e Bolsonaro, 28%"
-1,"Preço do botijão de gás de cozinha tem variação de 20%, em João Pessoa, segundo Procon"
-1,Sachsida mal assumiu o posto e já está na mira da Câmara
-1,"Homem é esfaqueado em briga dentro de ônibus, no Gama, no DF"
-1,Imposto Sobre Serviço arrecada mais de R$ 50 milhões do turismo
-1,Suspeito de homicídio no Cetremi é preso com passagens de ônibus para PR
-1,Transplantado com coração de porco pode ter morrido por vírus suíno
-1,"Festa de São Benedito ganha documentário sobre retomada do evento em Poços de Caldas, MG"
-1,Inmet inclui 63 cidades da Paraíba em alertas de perigo potencial por chuvas
-1,Confira o Boletim da Tribuna desta sexta-feira (13)
-1,"Duas pessoas são presas durante operação que investiga desaparecimento de mulher, em Londrina"
-1,Apae/DM oferece aula de Equoterapia na sede do município
-1,Parauapebas (PA) celebra aniversário com 20 toneladas de carne em evento
-1,Jovem recebe R$ 900 em notas falsas por venda de bicicleta em Araraquara
-1,Ipremu convoca aposentados e pensionistas de Uberlândia nascidos em maio para recadastramento
-1,"Programação do São João da Moda 2022, em Santa Cruz do Capibaribe, é divulgada; confira"
-1,Trenzinho volta a funcionar na Redenção a partir deste sábado
-1,Mulher suspeita de aplicar mais de R$ 40 mil em golpes contra deficientes é presa no MA
-1,15 dúvidas para pedir benefícios ao INSS
-1,Governo do RJ adia instalação de câmeras em uniformes de PMs
-1,Cientistas comemoram marcador sanguíneo que identifica risco de morte súbita de bebês
-1,Covid: brasileiros criam teste de urina mais preciso que exame de sangue na detecção de anticorpos
-1,"Première de ""A Senhora do Andador"", de Rogerio Boo, será na quarta (18), no CCSP"
-1,Vale do Paraíba recebe mais uma edição da Maratona Borba Gato
-1,Estudante carioca é premiado na maior feira científica do mundo: 'Feliz demais com essa conquista'
-1,Mulher é morta a facadas pelo companheiro no oeste da Bahia; suspeito confessou crime à polícia
-1,Entidades criticam envolvimento da AGU na defesa da Wal do Açaí
-1,"Votação na Aleam  aprova mudanças no regimento interno, cria prêmio e amplia direitos para PCDs"
-1,Dona de casa descobre que foi declarada morta ao pedir auxílio do governo: 'estou viva e sei que não fiz nada de errado'
-1,Trecho da Rio-Santos é liberado após reparo em cratera em Ubatuba
-1,"'Após término com ex-noivo, dei uma chance para o amor e tive sucesso', diz mulher que decidiu fazer festa de 'descasamento' para evitar multas"
-1,Eleições em MG: Pré-candidata do PCB em chama Alckmin de inimigo dos trabalhadores
-1,Trailer de lanche que estava estacionado em avenida é roubado em MT; veja vídeo
-1,Ronda no Bairro afasta agentes após denúncia de tortura e injúria contra adolescente em Maceió
-1,"Pais denunciam que filhos foram agredidos e abusados sexualmente por professor em Umei de Santarém, no PA"
-1,Se prepare: frio e chuva marcam o fim de semana nas cidades do Centro-Oeste de Minas; veja previsão
-1,Espetáculo 'Família Madrigal' é atração no Teatro Municipal de Boa Vista no domingo (15)
-1,Salvador Restaurante Week: 19ª edição começa nesta sexta com pratos da alta gastronomia; veja preços
-1,Vídeo mostra capivaras se alimentando e amamentando filhotes perto de rio no ES
-1,Mulher suspeita de se passar por médica é descoberta e presa em SC
-1,Campinas confirma nova morte por Covid e total de óbitos chega a 5.079; casos são 211.074
-1,"Polícia prende traficante 'Rouba Cena' em Campo Grande, Zona Oeste do Rio"
-1,Nunes Marques suspende julgamento sobre eleição em AL
-1,Quatro pessoas são detidas em Caratinga por tráfico de drogas
-1,Auxílio Emergencial extras ainda podem ser liberados pelo programa?
-1,"Justiça adia interrogatório de Jairinho, acusado de assassinar Henry Borel"
-1,"Cabo Frio, RJ, recebe 1° Encontro de Astronomia e Astronáutica neste sábado"
-1,Rodrigo Pacheco defende poder judiciário e Fachin responde críticas de Bolsonaro
-1,"Posta em dúvida por Bolsonaro, votação pode ser fiscalizada por partidos e eleitores"
-1,Estados vão recorrer de decisão do STF que altera a cobrança sobre o imposto do diesel
-1,Alexandre de Moraes afirma que democracia no país será garantida com eleições transparentes e urnas eletrônicas
-1,"Vitamina C, ácido hialurônico e retinol: o que se sabe sobre eficácia contra envelhecimento da pele"
-1,Governo digitaliza gestão e controle de cessão de imóveis da União
-1,Quem são os donos do Ártico e por que é polêmico explorar seus recursos
-1,"Autores alertam para a tirania da felicidade, do prazer e do pensamento positivo"
-1,"Com Tarcísio, Republicanos realiza encontro regional em São Paulo"
-1,"Por que é essencial se proteger do sarampo, doença que causa amnésia imunológica"
-1,"Johnny Depp e Amber Heard: 'As pessoas tendem a acreditar em homens poderosos, principalmente alguém com a popularidade do ator'"
-1,Trabalhadores nascidos em maio podem sacar até R$ 1 mil no FGTS
-1,As previsões de Einstein confirmadas e as que continuamos a explorar
-1,STF derruba decisão do Confaz sobre o ICMS do diesel
-1,WhatsApp: Usuários podem se proteger de fraudes no aplicativo
-1,Bolsonaro cumpre agenda em São Paulo nesta sexta (13)
-1,"Petrobras tem que cumprir sua função social, diz presidente"
-1,Bolsonaro diz que 'marginais em gabinetes' querem roubar liberdade
-1,'Entendi privilégio branco ao descobrir passado de minha família durante escravidão'
-1,Alagoas realiza eleição indireta para governador-tampão neste domingo
-1,"Além de anular direito, projeto de lei nos EUA tenta qualificar aborto como homicídio"
-1,STF forma maioria para proibir dossiê contra servidores
-1,Uso do APP da Energisa cresce 43% no primeiro trimestre
-1,Beneficios: Revisão com prazos novos no INSS
-1,Saiba como recuperar o acesso ao Caixa Tem
-1,Perseguição no Rio de Janeiro termina com um morto e um baleado
-1,"3,8 milhões de trabalhadores poderão sacar até R$ 1 mil no FGTS amanhã"
-1,Petroleiros prometem 'maior greve da história' se Petrobras for à venda
-1,"Veja datas de quermesses em Ribeirão Preto, SP, para aproveitar a partir desta sexta-feira (13)"
-1,Amapá é o único estado do país a registrar queda real na taxa de desemprego no 1º trimestre
-1,É #FAKE que g1 publicou reportagem sobre recorde de anúncios de venda do VW Polo após comercial com casal gay
-1,"Eclipse lunar total com ""Lua de Sangue"" deve atrair pessoas na noite do próximo domingo (15)"
-1,"Taxa de desemprego na PB chega a 14,3% no primeiro trimestre de 2022"
-1,"Ciência é Tudo, da TV Brasil, explica propósito da medicina nuclear"
-1,"Morre Teresa Berganza, cantora que se apresentou com Maria Callas, aos 89"
-1,"André Marinho imita Bolsonaro, Lula, Ciro Gomes e Romário no 'Sem Limites' #2"
-1,Papa viajará ao Canadá em julho para pedir desculpas por abusos em internatos católicos
-1,"McDonald's e Burger King esclarecem lanches polêmicos ao Senado: brasileiro 'está acostumado' a produtos que só remetem ao sabor, diz Mc"
-1,Baleado na cracolândia era de Campinas e foi internado para tratar vício em crack
-1,VÍDEO: consultor do Sebrae de São Carlos ensina 7 passos para ser um bom empreendedor; veja dicas
-1,TRF-3 mantém bloqueio de R$ 543 mil  da empresa de palestras de Lula para pagamento de supostas dívidas com a União
-1,Como fazer transferência bancária internacional ou remessa internacional
-1,"Rede D'Or tem ""série de conversas em curso"" para fusões e aquisições"
-1,"Centro de Vigilância em Saúde vacina contra Covid-19, Influenza e Sarampo no sábado em Juiz de Fora"
-1,"Após assalto, suspeito tenta se esconder em escola e é preso em Paraguaçu Paulista"
-1,Casamento de Lula e Janja: como será vestido da noiva e lista de convidados restrita
-1,TRE-CE reverte decisão que cassava diplomas do prefeito e vice de Guaraciaba do Norte
-1,Saiba onde observar eclipse total da 'Lua de Sangue' na região de Campinas; astrônomo dá dicas
-1,Barroso cita momento de 'erosão da democracia' no mundo e diz ser preciso autocrítica de democratas
-1,STF mantém eleição indireta em Alagoas
-1,Chefes da Defesa americano e russo conversam pela 1ª vez na guerra?
-1,Acompanhe o Balanço Geral Ceará desta sexta-feira (13/05)
-1,Deputados petistas vão à PGR contra Bolsonaro por fala racista
-1,Cantor e compositor Realejo faz apresentação gratuita em Leme
-1,Revalida 2022: participante já pode se inscrever na 2ª etapa do exame
-1,"Com drones artesanais e baratos, geeks se transformam em caçadores de tanques russos na Ucrânia"
-1,Criação de hospital veterinário público em Londrina é aprovada por vereadores
-1,Lula usa preço da picanha para atacar Bolsonaro: 'Ele anda mentindo por aí'
-1,Frente fria: ES pode registrar temperaturas de até 5 °C na próxima semana
-1,"Duas mulheres morrem após moto bater em poste no interior da Bahia; vítimas perseguiam suspeito de assalto, diz delegada"
-1,BPC e Auxílio Brasil: Congresso prorroga validade de MP que garante consignado a beneficiários
-1,Gilberto Gil fala de primeiro encontro com racismo e medo de morrer
-1,MP que amplia margem do crédito consignado é prorrogada
-1,Suécia e Finlândia ficarão mais seguras se aderirem à Otan?
-1,Incêndio em Nova Delhi deixa 26 mortos; VÍDEO mostra pessoas usando corda para escapar de prédio em chamas
-1,SP: ViaMobilidade volta a ser multada por descumprimento de contrato
-1,"Locaweb, empresa de comércio eletrônico, sai do prejuízo e ações sobem"
-1,Série de TV vai mostrar atrativos turísticos da Via Liberdade
-1,Imposto de Renda: principais pontos para fazer a  declaração
-1,Você sabe quais são as diferenças da consultoria financeira e empresarial?
-1,"Em carta, superintendentes da CVM pedem igualdade em reajuste a servidores"
-1,"Yduqs, dona da Estácio e Ibmec, aumenta o lucro em 76% e ações disparam"
-1,Por que Elon Musk decidiu colocar compra do Twitter 'de molho'
-1,"3,8 milhões de trabalhadores poderão sacar o FGTS até R$ 1 mil neste sábado"
-1,Como reverter ao receber indevidamente um valor pelo PIX?
-1,Cadastro Único: Inscritos precisam atualizar os dados para manter os pagamentos
-1,Bancos com botão para devolução do Pix nos aplicativos
-1,Financeiras exigem entrega do certificado digital e senha para obter empréstimos
-1,Saque extraordinário do FGTS: nascidos em maio podem sacar
-1,Confira o novo valor do Teto do INSS pago nos benefícios
-1,Liberação das parcelas do vale-gás em maio: Acompanhe
-1,Aposentadoria: Dicas especiais para encaminhar pedidos ao INSS
-1,Proteção de dados pessoais em caso de celular roubado
-1,CPF: Como proceder após ser vítima de fraudes pela internet?
-1,Entenda como ter o seu score maior
-1,Programa “Prefeitura Sem Papel”
-1,"Crusoé: ""O Brasil tem uma Justiça cara e ineficiente"", diz advogado"
-1,Veja o calendário do Auxílio Brasil de maio
-1,"Moraes aplica nova multa, de R$ 135 mil, a Daniel Silveira"
-1,"Sanções estão impactando o armamento russo, diz Pentágono"
-1,"Filho substitui a rainha Elizabeth 2ª, com problemas de saúde, em discurso"
-1,"Entre os presidenciáveis, Janones cresce 1000% e lidera avanço nas redes"
-1,Faixa de pedestres amanhece com pintura 3D em Niterói
-1,Homem é apreendido com carga de óculos roubada em Caruaru
-1,Apucarana não tem um representante na esfera federal
-1,McDonald's: Vendedor perde rim e atirador alega acidente; vídeo mostra ação
-1,"Dólar opera em baixa de 0,66%, vendido a R$ 5,122; Bolsa sobe"
-1,UFPI anuncia retomada das aulas presenciais a partir do dia 20 de junho
-1,"Dupla tenta assaltar gestante, mas é agredida por populares e termina em hospital em São Sebastião"
-1,O que você deve saber hoje antes de fazer seus investimentos? Veja ao vivo
-1,"'Mais feliz', 'me cuidando mais': o que pensam profissionais em Franca com jornada semanal de 4 dias de trabalho"
-1,"Caminhão tomba na Rodovia Anhanguera em São Simão, SP, e deixa feridos"
-1,Empresa em SP reduz jornada de trabalho para 4 dias e mantém salário
-1,Caminhão que levava gado tomba e interdita BR-040 em Simão Pereira
-1,Mais 40 casos de Covid-19 são confirmados em Santarém; confira o boletim
-1,Prefeitura de Imperatriz abre inscrições para o programa ‘Alimenta Brasil’
-1,Lotofácil: bolão de Conchal e Pirassununga faturam mais de R$ 3 mil cada
-1,MEC FM: “rádio da música clássica” comemora 39 anos
-1,Cinco pessoas da mesma família morrem em acidente na BA-220; três das vítimas eram irmãos
-1,Polícia encontra milhares de capacetes de motociclistas escondidos em telhado de loja no Centro de SP
-1,Jardins de inverno são a opção ideal para quem quer transformar os ambientes
-1,"Ações da Cemig ganham 10,5% no ano; analistas avaliam se é hora de comprar"
-1,Governo teme desgaste e avalia ampliar subsídio ao diesel antes da eleição
-1,Banco Central avalia que há risco de 'desaceleração mais forte' da economia
-1,EUA devem aumentar entrega de armas à Ucrânia após reativação de mecanismo usado na Segunda Guerra
-1,Petrobras disse aos EUA que não poderia aumentar produção de petróleo
-1,VÍDEO: Mulher é resgatada de um porão após bombardeio na Ucrânia
-1,Como filho de ex-ditador deposto pelo povo reconquistou o poder para sua família nas Filipinas
-1,Atrações e datas do Forró Caju 2022 são divulgadas; confira
-1,Saiba o que o BC levou em conta na reunião em que decidiu subir os juros
-1,"Sobre possível ataque nuclear, Rússia diz: está tudo em nossa doutrina militar"
-1,"Parlamentares se movimentam para aprovar ""Centrãoduto"""
-1,Atua Energia investirá cento e cinquenta milhões em energia solar
-1,Novo Cartão de estacionamento para idoso vale até para quem não tem CNH válida
-1,ONU: Ucrânia tem milhares de mortos a mais que número oficial
-1,"Pernambuco tem aumento de 70% nos casos suspeitos de chikungunya e de 39,3% nas notificações de dengue"
-1,Preso com arma do acervo do Instituto Histórico de Alagoas não é autor do furto
-1,Dois morrem em confronto com a PM após fazerem família refém na Zona Norte de Macapá
-1,Major do Exército é preso em Teresina
-1,Tirar o CPF de maneira online pode ser possível?
-1,Auxílio-doença do INSS: Todo segurado pode ser beneficiado?
-1,Trabalhador sente odor e encontra corpo em terreno baldio
-1,Quitar as taxas do IPTU pode ser vantagem?
-1,Caminhoneiro encontra homem morto às margens da BR-153 em Rio Preto
-1,Sucesso Compartilhado viabiliza a formação de profissionais da área de TI
-1,Turkish Airlines tem lucro de 161 milhões de dólares no primeiro trimestre
-1,Aprenda a preparar uma receita para tirar mancha de piso
-1,"Parada programada do Ambiente Nacional da NF-e, o que fica indisponível"
-1,Xbox Game Pass recebe 3 novos jogos
-1,Civic Type R será apresentado em junho e vem ao Brasil
-1,"Jovem tem morte cerebral após acidente durante racha entre caminhonete e BMW, em avenida de Goiânia"
-1,Dois casos de hepatite misteriosa em crianças são investigados no ES; saiba quais são os sintomas
-1,"Trecho da Rua Jaime Benévolo, em Fortaleza, é bloqueado para obras de drenagem"
-1,"Trabalhadores de capina são atropelados por moto, em avenida de Londrina"
-1,PIS/Pasep: veja como sacar valores do abono salarial ‘esquecido’
-1,Servidores de Araraquara rejeitam nova proposta de reajuste parcelado da prefeitura
-1,"Motorista que caiu no Portão do Inferno melhora, mas pode passar por nova cirurgia"
-1,Desvio em trecho da BR-226 é interditado em Palmeiras do Tocantins após caminhão com frutas tombar
-1,Presidente do Conselho Europeu foi forçado a se esconder em bunker durante visita à Ucrânia
-1,Teve o celular roubado? Veja como proteger acesso a apps de bancos
-1,'Meu corpo não aguenta continuar': a comovente despedida de apresentadora com câncer terminal
-1,Troca de tiros deixa dois mortos e dois feridos na Fercal (DF)
-1,Dopamina: por que busca desenfreada por estímulos pode tirar satisfação da vida
-1,"Processo contra Ola Bini tem consequências para toda a América Latina, aponta pesquisa"
-1,Família procura por jovem desaparecida há nove anos
-1,Tesouro vê melhora em capacidade de pagamento da prefeitura do Rio
-1,Governo quer usar venda da Eletrobras para segurar conta de luz em ano eleitoral
-1,"Em Cuiabá, bandidos miram em relógios rolex; dois roubos em uma semana"
-1,Pré-inscrição para mutirão de empregabilidade é aberto em Juiz de Fora; saiba como realizar
-1,Agente penitenciária e detento com quem ela tinha 'relacionamento especial' foram encontrados e presos
-1,EUA dizem que aumentarão pressão se Taliban não reverter decisões sobre mulheres e meninas
-1,RJ: Justiça decreta prisão de agente socioeducativo acusado de estupro
-1,PMPR forma policiais no curso de Atirador Designado
-1,"MPF constata derramamento de esgoto na transposição do São Francisco em Monteiro, na PB"
-1,Febraban levanta 273 denúncias de violência doméstica contra bancárias na pandemia
-1,Bitcoin enfrenta desvalorização e alcança menor valor em três meses
-1,"Após polêmicas, Jorge Jesus afirma que não vai voltar ao Brasil"
-1,Análise: Sete em cada dez novos seguidores bolsonaristas na internet são robôs
-1,Queda nas taxas de vacinação no ES preocupa Saúde; crianças estão entre as mais prejudicadas
-1,"Catedral de Maringá completa 50 anos, e novos sinos são inaugurados"
-1,Tarcísio de Freitas recebe apoio de empresário alvo de inquérito das fake news
-1,Detran-DF encontra dois veículos roubados em acidente
-1,MPF pede suspensão de garimpo em terras indígenas no Amazonas liberado por Heleno
-1,Justiça mantém prisão preventiva do sargento da Marinha acusado de matar o vizinho em São Gonçalo
-1,Haddad diz que espera contar com Alckmin no seu palanque para campanha em SP
-1,Inscrições abertas para concurso com mil vagas da Polícia Civil na Bahia; veja como concorrer as vagas
-1,Defensoria Pública recebe altos pedidos por creches nos primeiros meses de 2022
-1,Prefeitura de Goiânia assume custos com manutenção da Anhanguera
-1,"Eurovision: os favoritos, azarões e surpresas da maior competição musical da Europa neste ano"
-1,PTB-SP formaliza apoio a Tarcísio na disputa pelo governo de São Paulo
-1,ONU diz que há 'milhares de mortes' a mais que a contagem oficial na Ucrânia
-1,Guedes defende que Brasil precisa reduzir impostos do setor industrial
-1,Capital paulista inicia hoje 6ª edição dos Jogos Municipais do Idoso
-1,Seca revela restos humanos em maior reservatório dos EUA
-1,Inscrições para o Enem 2022 começam hoje
-1,"Calendário da feira: maio tem maracujá, tangerina ponkan, mandioca e muito mais"
-1,Eleições 2022: Quem são os 5% de eleitores que acham que economia no Brasil vai bem
-1,"Ao ler seu discurso, Lula cobre um santo e descobre outro"
-1,Airbnb e Freshii reforçam tendência de fim de vagas típicas da classe média
-1,Imposto de Renda 2022: Você tem três semanas para fazer a declaração
-1,Imposto de Renda 2022: quem tem imposto a pagar e quer colocar 1ª cota no débito automático deve entregar declaração até esta terça
-1,"Alta de 8,9% do diesel da Petrobras para distribuidoras entra em vigor"
-1,STF libera a eleição indireta para governador de Alagoas
-1,Preço das ações da MicroStrategy despencam junto com o Bitcoin
-1,Conheça algumas mães empreendedoras e se inspire
-1,"Número de inadimplentes cresce 5% em abril, terceira alta seguida"
-1,TSE responde às Forças Armadas sobre segurança das urnas eletrônicas
-1,"Inadimplência é prevista para voltar aos números pré-pandemia, diz Itaú"
-1,Nepalense escala o Everest pela 26ª vez e estabelece recorde
-1,Aposentadoria e pensão informam novas regras no INSS
-1,Mãe consegue direito reduzir carga horária para cuidar de filho autista
-1,Jeff Bezos doou US$ 118 milhões para uma ONG
-1,Bomba de gás lacrimogêneo causa confusão em universidade da Bolívia e deixa pelo menos 4 mortos
-1,Congresso informa ao STF quais parlamentares usaram 'orçamento secreto' em 2020 e 2021
-1,Presidente da Neoenergia renuncia; Eduardo Capelastegui Saiz é indicado ao cargo
-1,"Governo planeja novos cortes de impostos e mira aço, conta de luz e cesta básica"
-1,"Covid-19: Brasil tem 9,7 mil novos casos e 53 mortes em 24 horas"
-1,Quem possui direito à prorrogação do Auxílio emergencial 2022?
-1,Exame de Suficiência 2022: locais das provas já podem ser consultados
-1,"Morre Maria das Dores, fundadora da Associação Grupo Mães Anjos de Luz em Roraima"
-1,EUA reavivam programa da 2ª Guerra para agilizar ajuda à Ucrânia
-1,"Taxas futuras de juros recuam com dólar fraco, após ata do Copom e varejo"
-1,Convênio entre HU e governo do AP prevê abertura de leitos destinados a pacientes da rede estadual
-1,Olha o frio! Cidades da Zona da Mata e Vertentes registram menores temperaturas em 2022; entenda o motivo
-1,"Foragido da Justiça por homicídio é preso durante fiscalização da PRF na BR-116, em Itaobim"
-1,"No último do Refis de Campo Grande, central de atendimento tem fila"
-1,Cancelas de acesso ao aeroporto de Porto Alegre passam por testes
-1,George Santoro é nomeado diretor administrativo da Assembleia Legislativa de Alagoas
-1,"Vendas de veículos têm melhor mês do ano em abril, mas resultado segue abaixo de 2021"
-1,Credit Suisse vê IPCA acima do teto da meta também em 2023
-1,Militantes fazem ato pró-Lula em shopping e clientes reagem: ‘Ladrão’
-1,Bitcoin em queda: entenda a desvalorização das criptomoedas
-1,Lira defende sistema eleitoral: 'Não posso dizer que não funciona'
-1,Empresas poderão acessar benefícios requeridos por empregados
-1,Bitcoin perde metade do valor em 6 meses: estamos vivendo um ‘criptoinverno’?
-1,Homologado acordo de suspensão contra reajuste de gás natural no Rio
-1,Site reúne serviços da plataforma gov.br voltados a estudantes
-1,Bitcoin despenca 57% em seis meses e já tem menor valor em quase um ano
-1,Ex-mercenário do Grupo Wagner diz que tropas russas não aprenderam a lutar de verdade
-1,CPF na nota fiscal ajuda a aumentar o score de crédito? Veja como funciona
-1,Se o Caixa Tem foi clonado por criminosos o que devo fazer?
-1,Grindr se prepara para estrear na bolsa de valores valendo mais de R$ 10 bi
-1,Avril Lavigne faz show em SP antes do Rock in Rio
-1,"Ministros do STF tentam influenciar disputa por vaga no STJ; 'Processo de lobby', diz Reale Jr."
-1,Consigo recuperar mensagens apagadas do WhatsApp?
-1,Realizar o parcelamento do Pix pode ser vantajoso?
-1,Programa do Auxílio Brasil: Como consultar o próximo pagamento?
-1,Sujo e rasgado? marca de luxo lança nova coleção de tênis de até R$ 10 mil
-1,Espaço das Américas passa a se chamar Espaço Unimed
-1,Jovem é agredida e trancada no quarto em Campo Grande após negar abraço ao marido
-1,Mais de nove mil atendimentos foram realizados em ação promovida pela Prefeitura de Boa Vista
-1,"Mulher desaparece após pular de ponte para mergulhar no Rio São Francisco, em Paulo Afonso"
-1,"Rio: Com salário de R$ 10 mil, delegada é exonerada da prefeitura após ação"
-1,Moradores de municípios atingidos por chuvas podem sacar valores do FGTS
-1,Arthur Lira defende sistema eleitoral do Brasil em evento nos EUA
-1,Rodrigo acena a eleitor de Bolsonaro e fala em 'raiz paulista' para minar Tarcísio
-1,Prestando Contas: Parlamentares falam sobre projetos
-1,André Janones fez uma indicação de emendas secretas
-1,"SalchichaCast entrevista Luiz Lemes, criador do Dicionário Maringaense"
-1,Mais 10 mil hidrômetros são trocados em Uberlândia e outros 25 mil também serão substituídos
-1,Receita Federal: ‘Tem problema declarar imóvel por um valor estimado’ no IR?
-1,Como consultar o Saque do FGTS?
-1,Homem é condenado a 37 anos de prisão por matar mãe e enterrar corpo no quintal de casa em MG
-1,"Defasagem do diesel cai para 17% após aumento, abaixo dos 19% da gasolina"
-1,Micro e pequenas empresas com 90% de desconto sobre multas e juros
-1,IFRR abre 170 vagas em curso EAD gratuito de Recepcionista
-1,"Produção de veículos sobe 0,4% em abril, diz balanço da Anfavea"
-1,Servidores municipais de Aracaju protestam se mobilizam em frente à CMA; vereadores votam revisão em reajuste de salários
-1,Rodrigo Garcia anuncia pagamento de bônus a policiais; governo de SP pretende liberar R$ 176 milhões por metas cumpridas em 2021
-1,Diamante branco gigante vai a leilão com expectativa de valor recorde
-1,Projeto Arquitetônico na prática. Por que vale a pena?
-1,SES alerta que um milhão de paraibanos estão com a dose de reforço contra Covid-19 atrasada
-1,Polícia encontra carro de padre investigado por atropelar homem após furto a igreja; religioso foi afastado
-1,Prefeitura estabelece critérios para doação de alimentos e acessórios para banco de rações para pets em Cuiabá
-1,Indígena de 20 anos é encontrado morto dentro de lago no centro de Formoso do Araguaia
-1,"Ucrânia tem mais de oito milhões de deslocados internos, diz ONU"
-1,Expô Barbacena com Gusttavo Lima tem exploração de serviços e comércios proibida
-1,Sri Lanka ordena polícia atirar contra quem 'danifique' propriedades do Estado e prender sem mandado
-1,Adolescente suspeito de assalto é apreendido ao passar correndo por rua de sindicato de policiais penais durante evento
-1,98 Talks (09/05/2022)
-1,"Bolsonaro só entrega crise em Brasil que precisa de presidente que trabalhe, diz Josias de Souza"
-1,TSE testa nova versão do app e-Título para as eleições de outubro
-1,"Médicos acham cisto de 5 kg em idosa, após ela passar 1 mês sentindo dores"
-1,Entenda por que Hungria está travando principal pacote de sanções da UE contra a Rússia
-1,"Dia Mundial do Lúpus: saiba causas, sintomas e que especialista procurar para diagnóstico e tratamento"
-1,"Ibovespa tem pior pontuação desde janeiro; Usiminas, Gerdau e CSN têm fortes quedas"
-1,"Tarifa de ônibus vai reduzir R$ 0,25 em município de MS a partir de quarta-feira (11)"
-1,Veja o que se sabe sobre o caso do policial reformado que atirou e matou homem em Montes Claros
-1,"Vídeo mostra bombeiros resgatando cachorro em Guarapari, ES"
-1,Maurício Manieri apresenta clássicos da música romântica na véspera do Dia dos Namorados em Jaguariúna
-1,Repórteres de jornal russo chamam Putin de ‘ditador paranoico’
-1,CDL Garanhuns oferece vagas para cursos gratuitos de vendas e auxiliar administrativo
-1,IBGE: Vendas do varejo subiram 4% em março de 2022 ante o mesmo mês de 2021
-1,Carol Gomes participa de workshop do Projeto Brasil Certo em Brasília
-1,Polícia Federal faz operação em Alagoas e Pernambuco contra grupo que fraudava auxílio emergencial
-1,"Pessoas negras representam 57,4% da população do DF; LGBTs são 3,8%, aponta estudo"
-1,"Motociclista morre depois de bater em trator, em Planaltina, no DF"
-1,Ministério da Economia zera o Imposto de Importação sobre produtos de informática
-1,"'A gente sente muito, é um filho também que partiu', diz pai do cantor Conrado sobre Aleksandro"
-1,"Ciclo de aperto monetário deve avançar “significativamente”, diz Copom"
-1,Estação Vila Sônia tem 1º dia de operação integral nesta terça
-1,Governo zera imposto de importação de peças de carro e itens de informática
-1,7ª Caminhada Ecorreligiosa será realizada em Apucarana
-1,Macron propõe nova comunidade europeia para incluir Ucrânia e Reino Unido
-1,BR-040 em Simão Pereira é liberada após caminhão que levava gado tombar
-1,Lei que cria ferramenta para notificar abertura e fechamento de valas em Divinópolis é publica; entenda
-1,"Mundo pode ter aquecimento de 1,5 °C até 2026, alerta ONU"
-1,China diz que preocupação do G7 com escolha de líder de Hong Kong é intromissão
-1,Diretora do serviço secreto espanhol demitida após espionagem de políticos
-1,Trabalhador morre ao ser atingido por tora de madeira em MT
-1,Aqui em Taubaté tem Esporte para todos
-1,Ronnie Lessa e delegados são alvos de operação contra jogos de azar no Rio
